LOB,CoverageCode,CoverageName
WRBGeneralLiabilityLine,WGLCndTerrorismCap,Cap On Losses From Certified Acts of Terrorism
WRBGeneralLiabilityLine,WGLCovDefOnlyCovForCertainATFProcEndrsmnt,Defense Only Coverage for Certain ATF Proceedings Endorsement
WRBGeneralLiabilityLine,WGLExcDesgntdMachineryOrEquipOps,Exclusion - Designated Machinery or Equipment Operations
WRBGeneralLiabilityLine,WGLExclCancer,Exclusion â Cancer
WRBGeneralLiabilityLine,WGLCndNoticeOfOccurrence,Notice of Occurrence
WRBGeneralLiabilityLine,WGLCovAIOwnerLesseeContractReqByWrtnCont,"Additional Insured - Owners, Lessees or Contractors - Completed Operations - When Required by Written Contract"
WRBGeneralLiabilityLine,WGLCovPrivacyBreachCov,Privacy Breach Coverage
WRBGeneralLiabilityLine,WGLCndBoats,Boats
WRBGeneralLiabilityLine,WGLCovAmendCovTerrAddSchedCountries,Amendment Of Coverage Territory - Worldwide Coverage
WRBGeneralLiabilityLine,WGLCovCGLFireSuppSysOperEnd,Fire Suppression Systems - Ongoing Operations Errors or Omissions Endorsement
WRBGeneralLiabilityLine,WGLCndExclWeatherRelPropDmgRoof,Exclusion - Weather-Related Property Damage - Roofing Operations
WRBGeneralLiabilityLine,WGLCndLimitedContractualLiabilityRailroads,Limited Contractual Liability - Railroads
WRBGeneralLiabilityLine,WGLCrossPolicyExclusion,Cross Policy Exclusion
WRBGeneralLiabilityLine,WGLCovCGLAlarmOrSecSysEnd,Alarm or Security Systems - Ongoing Operations Errors or Omissions Endorsement
WRBGeneralLiabilityLine,WGLExcDesigProdVapRelatedProd,Designated Products Exclusion - Vaporizing Related Products
WRBGeneralLiabilityLine,WGLExcUnmannedCustomer_Ext,"Exclusion - Unmanned Aircraft, Other Than Unmanned Aircraft, Auto or Watercraft (With Customer's Auto Exception)"
WRBGeneralLiabilityLine,WGLExcAnimalsBlanket,Exclusion - Animals
WRBGeneralLiabilityLine,WGLCndWaivTranOfRightsOfRecovAgainstOthToUsSched,Waiver of Transfer of Rights of Recovery Against Others to Us (Scheduled)
WRBGeneralLiabilityLine,WGLCovAINamedInsured,Named Insured Endorsement
WRBGeneralLiabilityLine,WGLCndPrimaryNonContributoryV2,Primary and Non-Contributory Other Insurance
WRBGeneralLiabilityLine,WGLCndPrimaryNonContributoryV3,Primary and Non-Contributory Other Insurance
WRBGeneralLiabilityLine,WGLExcWrksCompHarbor,"Exclusion - Workers' Compensation Law, Longshore and Harbor Workers'"
WRBGeneralLiabilityLine,WGLCndAddlCondExlContrSubContrWorkDedVer,Additional Conditions And Exclusions - Contractors Subcontracted Work
WRBGeneralLiabilityLine,WGLExcAdditionalDesignatedProdAdditive,"Designated Products, Supplements, Additives Exclusion"
WRBGeneralLiabilityLine,MedicalPaymentsExclusion,Exclusion - Coverage C - Medical Payments
WRBGeneralLiabilityLine,WGLExcNuclearEnergy,Nuclear Energy Liability Exclusion Endorsement
WRBGeneralLiabilityLine,WGLCndPestOrHerbApplLimPollutionCov,Pesticide or Herbicide Applicator - Limited Pollution Coverage (when standards are met)
WRBGeneralLiabilityLine,WGLCndSupplementaryPaymentsDefenseCosts,Supplementary Payments In Addition To Limits of Insurance
WRBGeneralLiabilityLine,WGLExcAthleticOrSports,Exclusion - Athletic Or Sports Participants
WRBGeneralLiabilityLine,WGLExclExplCollapseUGPropDmgHzdSpcOps,"Exclusion - Explosion, Collapse and Underground Property Damage Hazard (Specified Operations)"
WRBGeneralLiabilityLine,WGLExclDesignatedWeldOps_Ext,Exclusion - Designated Welding Operations
WRBGeneralLiabilityLine,WGLExcTotalPollutionPestHerb,Total Pollution Exclusion With A Pesticide Or Herbicide Application Exception
WRBGeneralLiabilityLine,WGLExcDeerStand,Exclusion - Deer Stand
WRBGeneralLiabilityLine,WGLCovAIAddlInsCondoOwnersAssocMembers,Additional Insured - Condominium Owners' Association Members
WRBGeneralLiabilityLine,WGLExcDesigtnOpsContrlledWrapup,Consolidated (Wrap-up) Insurance Program Exclusion
WRBGeneralLiabilityLine,WGLCovAbuseorMolLimLiab,Abuse or Molestation Limited Liability Coverage
WRBGeneralLiabilityLine,WGLExcExplosionCollapseExcluded,"Explosion, Collapse and Underground Property Damage Hazard"
WRBGeneralLiabilityLine,WGLCovAIOwnersLesseeCompletedOps,"ADDITIONAL INSURED - OWNERS, LESSEES OR CONTRACTORS - COMPLETED OPERATIONS"
WRBGeneralLiabilityLine,WGLExcMicroorganisms,"Microorganisms, Biological Organisms, Bioaerosols or Organic Contaminants"
WRBGeneralLiabilityLine,WGLCndPremiumBasisDefinition,Premium Basis Definition - Gross Sales
WRBGeneralLiabilityLine,WGLCovAmdEachOccLimAmusmntRide,Amendment - Each Occurrence Limit - Amusement Rides
WRBGeneralLiabilityLine,WGLCovAIMortgageeAssigneeOrReceiver,"Mortgagee, Assignee or Receiver"
WRBGeneralLiabilityLine,WGLExcExcTotalPollution,Exclusion - Total Pollution
WRBGeneralLiabilityLine,WGLExcAnimalSpecifiedExcepted,Exclusion â Animals (Specified Animals Excepted)
WRBGeneralLiabilityLine,WGLExclAsbestos,Exclusion - Asbestos
WRBGeneralLiabilityLine,WGLCovWorldwide,Worldwide Coverage
WRBGeneralLiabilityLine,WGLExcCorporalPunishment,Exclusion - Corporal Punishment
WRBGeneralLiabilityLine,WGLCovCGLEmpRelPracLiabCovPart,Employment-Related Practices Liability Coverage Part
WRBGeneralLiabilityLine,WGLExcInjuryToPerfoOrCrew,Exclusion - Injury to Performer or Crew
WRBGeneralLiabilityLine,WGLCndSuppExtReportPeriodEndt,Supplemental Extended Reporting Period Endorsement
WRBGeneralLiabilityLine,WGLCovAICoOwnerOfInsuredPremises,ADDITIONAL INSURED - CO-OWNER OF INSURED PREMISES
WRBGeneralLiabilityLine,WGLCovAIAddlInsPrmNonConAuStRqWritContAgr,Additional Insured â Primary and Noncontributory - Automatic Status When Required In a Written Contract Or Agreement
WRBGeneralLiabilityLine,WGLCndWaiverOfRightOfRecoveryAgnstVendToUs,Waiver of Transfer of Rights of Recovery Against Vendors to Us
WRBGeneralLiabilityLine,WGLDesigProdEmbedBatteries,Designated Products Exclusion - Vaporizing Devices Except Devices with Embedded Batteries
WRBGeneralLiabilityLine,WGLExcConstructionOpsinColorado,Exclusion - Construction Operations in Colorado
WRBGeneralLiabilityLine,WGLCovAIOwnersOrOtherInterests,Owners or Other Interests From Whom Land Has Been Leased
WRBGeneralLiabilityLine,WGLCndOpOfCustAutosOnParticularPremises,Operation Of Customers Autos On Particular Premises
WRBGeneralLiabilityLine,WGLExcUndergroundResources,Exclusion - Underground Resources And Equipment
WRBGeneralLiabilityLine,WGLCndPriorActsEndorsement,Prior Acts Endorsement
WRBGeneralLiabilityLine,WGLCovAIAddlInsUseTeamsDraftOrSaddleAnimals,"Additional Insured - Users of Teams, Draft or Saddle Animals"
WRBGeneralLiabilityLine,WGLExcAllAssaultOrBattery,Exclusion - All Assault or Battery
WRBGeneralLiabilityLine,WGLExcConfidentialOrPersonalInfo,EXCLUSION - CONFIDENTIAL OR PERSONAL INFORMATION
WRBGeneralLiabilityLine,WGLCndPremiumAdjustment,Premium Adjustment
WRBGeneralLiabilityLine,WGLCndContractualLiabilityLimitation,Contractual Liability Limitation
WRBGeneralLiabilityLine,WGLExcTotalPollutionHostile_Ext,Total Pollution Exclusion - With Hostile Fire Exception
WRBGeneralLiabilityLine,WGLCovAIContractOrAgreement,Written Contract or Agreement - Automatic Status
WRBGeneralLiabilityLine,WGLCndBodilyInjuryRedefined,Bodily Injury Redefined
WRBGeneralLiabilityLine,WGLCovAIGrantorLicensesAddltn_Ext,ADDITIONAL INSURED - GRANTOR OF LICENSES
WRBGeneralLiabilityLine,WGLExcExclResidentialConstOperations,Exclusion - Residential Construction Operations
WRBGeneralLiabilityLine,WGLExcExclCyberIncident,Exclusion - Cyber Incident
WRBGeneralLiabilityLine,WGLCndFiduciariesFiduciaryInterest,Fiduciaries - Fiduciary Interest
WRBGeneralLiabilityLine,WGLCovElectronicDataLiab,Electronic Data Liability
WRBGeneralLiabilityLine,WGLExcLawEnforcementActivities,Exclusion - Law Enforcement Activities
WRBGeneralLiabilityLine,WGLCovPropDamageDueTorFire,Logging - Property Damage Due to Fire
WRBGeneralLiabilityLine,WGLExcInjuryToEmpContVoluntWrkr,"Exclusion - Injury to Employees, Contractors, Volunteers and Workers"
WRBGeneralLiabilityLine,WGLCovGaragekeepersLegalLiability,Garagekeepers Coverage - Legal Liability Only
WRBGeneralLiabilityLine,WGLCovAIDesignatedPersonOrOrganization,Designated Person or Organization
WRBGeneralLiabilityLine,WGLExcConstructionOpsNyCo_Ext,Residential Construction Limitation and All Construction Operations Exclusion in New York and California
WRBGeneralLiabilityLine,WGLCovAIEngineerArchtNotEngagedByNI,"ADDITIONAL INSURED - ENGINEERS, ARCHITECTS OR SURVEYORS NOT ENGAGED BY THE NAMED INSURED"
WRBGeneralLiabilityLine,WGLCovAIAddlInsOwnLessContAuStRqWrtCnstAgrW,"ADDITIONAL INSURED - OWNERS, LESSEES OR CONTRACTORS - AUTOMATIC STATUS WHEN REQUIRED IN A WRITTEN CONSTRUCTION AGREEMENT WITH YOU"
WRBGeneralLiabilityLine,WGLExcDesignatedActServiceWork,"Exclusion - Designated Activity, Service or Work"
WRBGeneralLiabilityLine,WGLCndProdCompOpsHazardRedefined,Products/Completed Operations Hazard Redefined
WRBGeneralLiabilityLine,WGLCovCGLEmpBenefitsLaibCov,Wyoming Changes - Employee Benefits Liability Coverage
WRBGeneralLiabilityLine,WGLCndLimitCovDesigConstrProjExtCompOpsInclPerio,Limitation Of Coverage To Designated Construction Project - Extended Completed Operations (Including Designated Construction Project Period)
WRBGeneralLiabilityLine,WGLExcUnmannedAircraftAutoOrWatercraft,"Exclusion - Unmanned Aircraft, Other Than Unmanned Aircraft, Auto or Watercraft"
WRBGeneralLiabilityLine,WGLExcOprtnHazardSpecifiedCosmetic,Exclusion - Products/Completed Operations Hazard (Specified Cosmetic Products Excepted)
WRBGeneralLiabilityLine,WGLExcPunitiveDamages,Punitive Damages Exclusion
WRBGeneralLiabilityLine,WGLExcInjuryToVolunteer,Exclusion - Injury To Volunteer Firefighters
WRBGeneralLiabilityLine,WGLCndLimitOfCovRealEstateOperations,Limitation Of Coverage - Real Estate Operations
WRBGeneralLiabilityLine,WGLExterminatorsAdditionalExcl,Exterminators - Additional Exclusions
WRBGeneralLiabilityLine,WGLExcProfServiceConEngArcSurConsMgmt,"Exclusion - Professional Services - Contractors, Engineers, Architects, Surveyors And Construction Management"
WRBGeneralLiabilityLine,WGLCovAIILChangesAICityOfChicagoScaffold,Illinois Changes - Additional Insured - City of Chicago - Scaffolding
WRBGeneralLiabilityLine,WGLCovAIConcessionaires,Concessionaires Trading Under Your Name
WRBGeneralLiabilityLine,WGLExcTanning,Tanning Operations
WRBGeneralLiabilityLine,WGLExcTreeTrimmer,"Additional Exclusions - Tree Trimmer, Logging, Lumbering"
WRBGeneralLiabilityLine,WGLCovDamageCareCusOrCntrlEnd,"Property Damage Care, Custody or Control Endorsement"
WRBGeneralLiabilityLine,WGLExcDiseases,Exclusion â Communicable or Infectious Disease
WRBGeneralLiabilityLine,WGLExcExplCollapseUGPropDmgHzdSpcOps,"Exclusion - Explosion, Collapse and Underground Property Damage Hazard (Specified Operations)"
WRBGeneralLiabilityLine,WGLExcPollutionExclusion,Pollution Exclusion
WRBGeneralLiabilityLine,WGLExcLoggingLumberingOperations,Exclusion - Logging And Lumbering Operations
WRBGeneralLiabilityLine,WGLCndContrLiabLimIncidentOnly,Contractual Liability Limitation (Incidental Contracts Only)
WRBGeneralLiabilityLine,WGLExcDesignatedOperations,Exclusion - Designated Ongoing Operations
WRBGeneralLiabilityLine,WGLExcAllHazardsOngoingOperationsInCO,Exclusion - All Hazards in Connection with Ongoing Operations and Your Work in Colorado
WRBGeneralLiabilityLine,WGLCovCGLFireSprinklerSysEnd,Fire Sprinkler and Suppression Systems Errors or Omissions Liability Endorsement
WRBGeneralLiabilityLine,WGLExcTobaccoHealthHazard,Exclusion - Tobacco Health Hazard
WRBGeneralLiabilityLine,WGLCovAIStateOrGovPermitOrAuthToPrem,ADDITIONAL INSURED - STATE OR GOVERNMENTAL AGENCY OR SUBDIVISION OR POLITICAL SUBDIVISION - PERMITS OR AUTHORIZATIONS RELATING TO PREMISES
WRBGeneralLiabilityLine,WGLCndInsInspectServExemptLiab,Insurance Inspection Services Exemption From Liability
WRBGeneralLiabilityLine,WGLExclSubcontractorsDamage,Damage to Work Performed by Subcontractors on Your Behalf
WRBGeneralLiabilityLine,WGLExcSpasPersonalEnhanceFacility,Professional Liability Exclusion - Spas Or Personal Enhancement Facilities
WRBGeneralLiabilityLine,WGLExcConcreteProducts,Exclusion â Concrete Products Rip and Tear
WRBGeneralLiabilityLine,WGLCoverageAIVendors,Vendors
WRBGeneralLiabilityLine,WGLCndWaiverOfRightOfRecoveryAgainstOthersToUsAtmcStatus,Waiver of Transfer of Rights of Recovery Against Others To Us - Automatic Status
WRBGeneralLiabilityLine,WGLCovAIAddlInsExecutorAdminTrusteeBenefic,"ADDITIONAL INSURED - EXECUTORS, ADMINISTRATORS, TRUSTEES OR BENEFICIARIES"
WRBGeneralLiabilityLine,WGLCndUndergroundUtilityLimitation,Underground Utility Limitation
WRBGeneralLiabilityLine,WGLExcSpecifiedOperations,Specified Operation Exclusion
WRBGeneralLiabilityLine,WGLExcSeasonalAttractions,Seasonal Attractions - Additional Exclusions
WRBGeneralLiabilityLine,WGLCndSwingPremiumAuditWaiver,Swing Premium and Premium Audit Waiver
WRBGeneralLiabilityLine,WGLCovAIPrimaryNoncontribWaiver,Additional Insured - Vendors - Primary and Noncontributory - Waiver of Transfer of Rights of Recovery Against Others To Us - Automatic Status When Required in a Written Contract or Agreement
WRBGeneralLiabilityLine,WGLExcHealthCareProvider,Health Care Provider Services Exclusion
WRBGeneralLiabilityLine,WGLCovAIManagOrLessOfPrem,Managers or Lessors of Premises
WRBGeneralLiabilityLine,WGLCovAIExecutorsAdminsTrusteesBeneficiaries,"Executors, Administrators, Trustees or Beneficiaries"
WRBGeneralLiabilityLine,WGLCndAmendmentOfLimitsDesignatedItemCond,Amendment of Limits of Insurance (Designated Project or Premises) Item Coverage
WRBGeneralLiabilityLine,WGLCovLostKey,Lost Key Coverage
WRBGeneralLiabilityLine,WGLCovCyber,Cyber / Data Breach
WRBGeneralLiabilityLine,WGLExcExclTotalPollution,Exclusion - Total Pollution
WRBGeneralLiabilityLine,wglExcUnmAirOthThaUnmAirAutorWatrcraLim,"Exclusion - Unmanned Aircraft, Other Than Unmanned Aircraft, Auto or Watercraft (Limited)"
WRBGeneralLiabilityLine,WGLCovAIOwnLesOrContrSchedPerOrOrgIncPRODOPS,"Owners, Lessees or Contractors - Scheduled Person or Organization - Including Products-Completed Operations (Amended)"
WRBGeneralLiabilityLine,WGLCovWAStopGapEL,Washington - Stop Gap - Employers Liability Coverage Endorsement
WRBGeneralLiabilityLine,WGLExcSecurityGuardsAdditional,Security Guards - Additional Exclusions
WRBGeneralLiabilityLine,WGLCovRentersAndTenants,Renters and Tenants Warranty Endorsement
WRBGeneralLiabilityLine,WGLExcTotalPollutionEndorse_Ext,TOTAL POLLUTION EXCLUSION ENDORSEMENT
WRBGeneralLiabilityLine,WGLCndLimitationofCovToDesignatedProducts,Limitation of Coverage to Designated Products
WRBGeneralLiabilityLine,WGLExcRecreationalEquipment,Exclusion - Recreational Equipment (Designated Recreational Equipment Excepted)
WRBGeneralLiabilityLine,WGLCndNVChangesCommonInterestCommunities,Nevada Changes - Common-Interest Communities
WRBGeneralLiabilityLine,WGLExcYourWorkSpecfdDate,Exclusion - Your Work Completed Prior to Specified Date
WRBGeneralLiabilityLine,WGLCndCondExclSwmPoolBarrReqSelfClosePosSelfLatc,Conditional Exclusion - Swimming Pool Barrier Requirement (Self-Closing and Positive Self-Latching Mechanism)
WRBGeneralLiabilityLine,WGLCovAIOwnerLesseeStatusReqCO,"Additional Insured - Owners, Lessees or Contractors - Automatic Status When Required in a Written Contract or Agreement - Completed Operations"
WRBGeneralLiabilityLine,WGLCndRealEstatePropertyManaged,Real Estate Property Managed
WIMLine,WIMWIMLineCondUSTradeSanc,U.S. Trade Sanctions
WIMLine,WIMRateAndPremiumCov_Ext,Rate and Premium
WIMLine,WIMOrdinanceOrLawCoverage_Ext,Ordinance or Law Coverage
WIMLine,WIMWIMRentalReimbursement,Rental Reimbursement
WIMLine,WIMLimitOfInsuranceCov_Ext,Limit Of Insurance
WIMLine,WIMAddAcqPropNumDayOththn60_Ext,Additional Acquired Property - Number of Days
WIMLine,WIMNYChangeFraudCond_Ext,New York Changes - Fraud
WIMLine,WIMWIMFireDeptServCharges,Fire Department Service Charges
WIMLine,WIMPropertyTempStorageLocationCov_Ext,Property While Held At Any Temporary Storage Location
WIMLine,WIMJobSiteOfInstalProjLocCov_Ext,Job Site of Installation Project
WIMLine,WIMBlnktMiscToolOwnByYouCov_Ext,Blanket Miscellaneous Tools Owned By You
WIMLine,WIMEquipmentBorrowedFromOthers_Ext,Equipment Borrowed From Others
WIMLine,WIMDescOfReceptacleCov_Ext,Description Of Receptacles
WIMLine,WIMPermToOccupyCond_Ext,Permission to Occupy
WIMLine,WIMTheftUnattendedExclCov_Ext,Theft From Unattended Vehicle Exclusion
WIMLine,WIMRewardsReturnOfStolenPropertyLimitCov_Ext,Rewards - Return Of Stolen Property Limit
WIMLine,WIMPropertyAtJobSiteCov_Ext,Property While At Any One Job Site
WIMLine,WIMContractualCov_Ext,Contractual Penalties Limit
WIMLine,WIMWIMRewards,Rewards
WIMLine,WIMExpeditingExp_Ext,Expediting Expense Limit
WIMLine,WIMPremiumCov_Ext,Premium
WIMLine,WIMLocWhereConRepair_Ext,Locations Where You Conduct Repair and Service Operations
WIMLine,WIMRewardsArrestAndConvictionLimitCov_Ext,Rewards - Arrest And Conviction Limit
WIMLine,WIMEarNotiOfCanclOrNonrenByUsToDesngPerOrOrgCond_Ext,Earlier Notice of Cancellation or Nonrenewal By Us to Designated Person or Organization
WIMLine,WIMDepDest_Ext,Point of Departure to Destination
WIMLine,WIMAdditionalCoveredProperty_Ext,Additional Covered Property
WIMLine,WIMLineExclVirusOrBacteria,Virus or Bacteria Exclusion
WIMLine,WIMLimitationVandalismAllInsuredItemsCombinedCond_Ext,"Limitation - Vandalism (All Insured Items"" Combined)"""
WIMLine,WIMEquipmentLeasedOrRentedToOthers_Ext,Equipment Leased Or Rented To Others
WIMLine,WIMSpecifiedCau_Ext,Specified Causes Of Loss
WIMLine,WIMWIMLineExclVirusOrBact,Virus or Bacteria Exclusion
WIMLine,WIMAllCombined_Ext,All Covered Property Combined In Any One Occurrence
WIMLine,WIMWIMSchedConEquTools,Scheduled Contractors' Equipment and Tools
WIMLine,WIMLawnsPlantsAnyOne_Ext,"Lawns, Trees, Shrubs And Plants - In Any One Occurrence Limit"
WIMLine,WIMEmpToolnClothOththn10K_Ext,Employee Tools And Clothing Limit - Per Employee
WIMLine,WIMRatesAndPremiums_Ext,Rates and Premiums
WIMLine,WIMLawnsTreesAnyOneLim_Ext,"Lawns, Trees, Shrubs And Plants - Any One Item Limit"
WIMLine,WIMCoverageAtTerminals_Ext,Coverage At Terminals (Specified and/or Unspecified)
WIMLine,WIMPollutantCleanupAndRemovalLimitCov_Ext,Pollutant Cleanup And Removal Limit
WIMLine,WIMDeductible_Ext,Deductible
WIMLine,WIMBlnktEquipOwnByYouCov_Ext,Blanket Equipment Owned By You
WIMLine,WIMWIMTerrorism,Terrorism
WIMLine,WIMPropIdentifyLoc_Ext,Property In Storage At Described Premises (Identify Described Premises)
WIMLine,WIMTrailersContentsLimit_Ext,Trailers And Contents Limit
WIMLine,WIMLibrariesCond_Ext,Libraries
WIMLine,WIMCertifiedTerrorismExcl_Ext,Exclusion Of Certified Acts Of Terrorism
WIMLine,WIMEmpToolAndClothig_Ext,Employee Tools and Clothing
WIMLine,WIMReplaceCostCond_Ext,Replacement Cost
WIMLine,WIMAllCovPropInAnyOneOccCov_Ext,All Covered Property In Any One Occurrence
